epoch,layer_name,importance_score,allocated_rank
1,base_model.model.model.layers.0.self_attn.q_proj,0.2488054484128952,7
1,base_model.model.model.layers.0.self_attn.k_proj,0.3277609944343567,7
1,base_model.model.model.layers.0.self_attn.v_proj,0.482435405254364,9
1,base_model.model.model.layers.0.self_attn.o_proj,0.8005903363227844,12
1,base_model.model.model.layers.0.mlp.gate_proj,0.5876824259757996,10
1,base_model.model.model.layers.0.mlp.up_proj,0.5738404989242554,10
1,base_model.model.model.layers.0.mlp.down_proj,0.5738044381141663,10
1,base_model.model.model.layers.1.self_attn.q_proj,0.4126023054122925,8
1,base_model.model.model.layers.1.self_attn.k_proj,1.0,15
1,base_model.model.model.layers.1.self_attn.v_proj,0.7355307936668396,11
1,base_model.model.model.layers.1.self_attn.o_proj,0.6388457417488098,10
1,base_model.model.model.layers.1.mlp.gate_proj,0.5806484222412109,10
1,base_model.model.model.layers.1.mlp.up_proj,0.5598178505897522,9
1,base_model.model.model.layers.1.mlp.down_proj,0.5597906708717346,9
1,base_model.model.model.layers.2.self_attn.q_proj,0.4644889533519745,8
1,base_model.model.model.layers.2.self_attn.k_proj,0.8722678422927856,13
1,base_model.model.model.layers.2.self_attn.v_proj,0.5069186687469482,9
1,base_model.model.model.layers.2.self_attn.o_proj,0.4620388150215149,8
1,base_model.model.model.layers.2.mlp.gate_proj,0.5171620845794678,9
1,base_model.model.model.layers.2.mlp.up_proj,0.5021358728408813,9
1,base_model.model.model.layers.2.mlp.down_proj,0.5021449327468872,9
1,base_model.model.model.layers.3.self_attn.q_proj,0.8893736004829407,14
1,base_model.model.model.layers.3.self_attn.k_proj,0.5434625148773193,9
1,base_model.model.model.layers.3.self_attn.v_proj,0.3920157849788666,8
1,base_model.model.model.layers.3.self_attn.o_proj,0.2978757619857788,7
1,base_model.model.model.layers.3.mlp.gate_proj,0.5195671319961548,9
1,base_model.model.model.layers.3.mlp.up_proj,0.5032027363777161,9
1,base_model.model.model.layers.3.mlp.down_proj,0.5032389760017395,9
1,base_model.model.model.layers.4.self_attn.q_proj,0.7094383835792542,11
1,base_model.model.model.layers.4.self_attn.k_proj,0.44159695506095886,8
1,base_model.model.model.layers.4.self_attn.v_proj,0.31999471783638,7
1,base_model.model.model.layers.4.self_attn.o_proj,0.3191177546977997,7
1,base_model.model.model.layers.4.mlp.gate_proj,0.5480645298957825,9
1,base_model.model.model.layers.4.mlp.up_proj,0.5145040154457092,9
1,base_model.model.model.layers.4.mlp.down_proj,0.5146306157112122,9
1,base_model.model.model.layers.5.self_attn.q_proj,0.7645164728164673,12
1,base_model.model.model.layers.5.self_attn.k_proj,0.44412845373153687,8
1,base_model.model.model.layers.5.self_attn.v_proj,0.4227283000946045,8
1,base_model.model.model.layers.5.self_attn.o_proj,0.3705523610115051,8
1,base_model.model.model.layers.5.mlp.gate_proj,0.5152001976966858,9
1,base_model.model.model.layers.5.mlp.up_proj,0.493013471364975,9
1,base_model.model.model.layers.5.mlp.down_proj,0.49302253127098083,9
1,base_model.model.model.layers.6.self_attn.q_proj,0.879102885723114,13
1,base_model.model.model.layers.6.self_attn.k_proj,0.4932033121585846,9
1,base_model.model.model.layers.6.self_attn.v_proj,0.41228586435317993,8
1,base_model.model.model.layers.6.self_attn.o_proj,0.4148173928260803,8
1,base_model.model.model.layers.6.mlp.gate_proj,0.5385984778404236,9
1,base_model.model.model.layers.6.mlp.up_proj,0.5362659692764282,9
1,base_model.model.model.layers.6.mlp.down_proj,0.5362207293510437,9
1,base_model.model.model.layers.7.self_attn.q_proj,0.6921699643135071,11
1,base_model.model.model.layers.7.self_attn.k_proj,0.557883083820343,9
1,base_model.model.model.layers.7.self_attn.v_proj,0.453250914812088,8
1,base_model.model.model.layers.7.self_attn.o_proj,0.34886282682418823,7
1,base_model.model.model.layers.7.mlp.gate_proj,0.7291298508644104,11
1,base_model.model.model.layers.7.mlp.up_proj,0.5431551933288574,9
1,base_model.model.model.layers.7.mlp.down_proj,0.5432094931602478,9
1,base_model.model.model.layers.8.self_attn.q_proj,0.7324749827384949,11
1,base_model.model.model.layers.8.self_attn.k_proj,0.4313082695007324,8
1,base_model.model.model.layers.8.self_attn.v_proj,0.33501192927360535,7
1,base_model.model.model.layers.8.self_attn.o_proj,0.29290321469306946,7
1,base_model.model.model.layers.8.mlp.gate_proj,0.5420792698860168,9
1,base_model.model.model.layers.8.mlp.up_proj,0.5031574964523315,9
1,base_model.model.model.layers.8.mlp.down_proj,0.5032027363777161,9
1,base_model.model.model.layers.9.self_attn.q_proj,0.5482633709907532,9
1,base_model.model.model.layers.9.self_attn.k_proj,0.39400485157966614,8
1,base_model.model.model.layers.9.self_attn.v_proj,0.37713420391082764,8
1,base_model.model.model.layers.9.self_attn.o_proj,0.3294064700603485,7
1,base_model.model.model.layers.9.mlp.gate_proj,0.5315826535224915,9
1,base_model.model.model.layers.9.mlp.up_proj,0.5219358205795288,9
1,base_model.model.model.layers.9.mlp.down_proj,0.5218544602394104,9
1,base_model.model.model.layers.10.self_attn.q_proj,0.5211582779884338,9
1,base_model.model.model.layers.10.self_attn.k_proj,0.36204469203948975,8
1,base_model.model.model.layers.10.self_attn.v_proj,0.3019532859325409,7
1,base_model.model.model.layers.10.self_attn.o_proj,0.2729179263114929,7
1,base_model.model.model.layers.10.mlp.gate_proj,0.5090071558952332,9
1,base_model.model.model.layers.10.mlp.up_proj,0.4589829444885254,8
1,base_model.model.model.layers.10.mlp.down_proj,0.4588744640350342,8
1,base_model.model.model.layers.11.self_attn.q_proj,0.46466073393821716,8
1,base_model.model.model.layers.11.self_attn.k_proj,0.5452436804771423,9
1,base_model.model.model.layers.11.self_attn.v_proj,0.37373480200767517,8
1,base_model.model.model.layers.11.self_attn.o_proj,0.30364397168159485,7
1,base_model.model.model.layers.11.mlp.gate_proj,0.4560084044933319,8
1,base_model.model.model.layers.11.mlp.up_proj,0.4431520104408264,8
1,base_model.model.model.layers.11.mlp.down_proj,0.4431610703468323,8
1,base_model.model.model.layers.12.self_attn.q_proj,0.43176934123039246,8
1,base_model.model.model.layers.12.self_attn.k_proj,0.48578962683677673,9
1,base_model.model.model.layers.12.self_attn.v_proj,0.37823721766471863,8
1,base_model.model.model.layers.12.self_attn.o_proj,0.257638543844223,7
1,base_model.model.model.layers.12.mlp.gate_proj,0.3947643041610718,8
1,base_model.model.model.layers.12.mlp.up_proj,0.37883394956588745,8
1,base_model.model.model.layers.12.mlp.down_proj,0.3788791596889496,8
1,base_model.model.model.layers.13.self_attn.q_proj,0.31992241740226746,7
1,base_model.model.model.layers.13.self_attn.k_proj,0.4652935862541199,8
1,base_model.model.model.layers.13.self_attn.v_proj,0.31716036796569824,7
1,base_model.model.model.layers.13.self_attn.o_proj,0.2380736917257309,7
1,base_model.model.model.layers.13.mlp.gate_proj,0.4766310453414917,9
1,base_model.model.model.layers.13.mlp.up_proj,0.35865429043769836,7
1,base_model.model.model.layers.13.mlp.down_proj,0.35862717032432556,7
1,base_model.model.model.layers.14.self_attn.q_proj,0.2973242700099945,7
1,base_model.model.model.layers.14.self_attn.k_proj,0.34415245056152344,7
1,base_model.model.model.layers.14.self_attn.v_proj,0.31203407049179077,7
1,base_model.model.model.layers.14.self_attn.o_proj,0.2566621005535126,7
1,base_model.model.model.layers.14.mlp.gate_proj,0.44531285762786865,8
1,base_model.model.model.layers.14.mlp.up_proj,0.37359917163848877,8
1,base_model.model.model.layers.14.mlp.down_proj,0.3736443817615509,8
1,base_model.model.model.layers.15.self_attn.q_proj,0.273672878742218,7
1,base_model.model.model.layers.15.self_attn.k_proj,0.3298494815826416,7
1,base_model.model.model.layers.15.self_attn.v_proj,0.2927630841732025,7
1,base_model.model.model.layers.15.self_attn.o_proj,0.16433480381965637,6
1,base_model.model.model.layers.15.mlp.gate_proj,0.4178370535373688,8
1,base_model.model.model.layers.15.mlp.up_proj,0.365769624710083,8
