epoch,layer_name,importance_score,allocated_rank
1,base_model.model.model.layers.0.self_attn.q_proj,0.9907754206921435,8
1,base_model.model.model.layers.0.self_attn.k_proj,1.0,8
1,base_model.model.model.layers.0.self_attn.v_proj,0.9963215225855413,8
1,base_model.model.model.layers.0.self_attn.o_proj,0.9854568098536105,7
1,base_model.model.model.layers.0.mlp.gate_proj,1.0,8
1,base_model.model.model.layers.0.mlp.up_proj,0.9975470288484855,8
1,base_model.model.model.layers.0.mlp.down_proj,0.9932798013063961,8
1,base_model.model.model.layers.1.self_attn.q_proj,1.0,9
1,base_model.model.model.layers.1.self_attn.k_proj,0.9740801188660767,6
1,base_model.model.model.layers.1.self_attn.v_proj,0.9995115931011348,8
1,base_model.model.model.layers.1.self_attn.o_proj,0.9999779879582597,8
1,base_model.model.model.layers.1.mlp.gate_proj,1.0,9
1,base_model.model.model.layers.1.mlp.up_proj,0.9916938637310947,8
1,base_model.model.model.layers.1.mlp.down_proj,1.0,9
1,base_model.model.model.layers.2.self_attn.q_proj,0.9971367219198514,8
1,base_model.model.model.layers.2.self_attn.k_proj,0.9998453205566654,8
1,base_model.model.model.layers.2.self_attn.v_proj,1.0,8
1,base_model.model.model.layers.2.self_attn.o_proj,1.0,8
1,base_model.model.model.layers.2.mlp.gate_proj,1.0,8
1,base_model.model.model.layers.2.mlp.up_proj,1.0,8
1,base_model.model.model.layers.2.mlp.down_proj,0.9999656003698335,8
1,base_model.model.model.layers.3.self_attn.q_proj,0.9888205249766702,7
1,base_model.model.model.layers.3.self_attn.k_proj,1.0,8
1,base_model.model.model.layers.3.self_attn.v_proj,1.0,9
1,base_model.model.model.layers.3.self_attn.o_proj,0.9973321364903189,8
1,base_model.model.model.layers.3.mlp.gate_proj,1.0,9
1,base_model.model.model.layers.3.mlp.up_proj,1.0,9
1,base_model.model.model.layers.3.mlp.down_proj,0.977845626277397,6
1,base_model.model.model.layers.4.self_attn.q_proj,1.0,9
1,base_model.model.model.layers.4.self_attn.k_proj,1.0,9
1,base_model.model.model.layers.4.self_attn.v_proj,0.9793752611985485,6
