epoch,layer_name,importance_score,allocated_rank
1,base_model.model.model.layers.0.self_attn.q_proj,0.9898924148700973,8
1,base_model.model.model.layers.0.self_attn.k_proj,1.0,9
1,base_model.model.model.layers.0.self_attn.v_proj,0.9973335943600916,8
1,base_model.model.model.layers.0.self_attn.o_proj,0.9791778761180158,7
1,base_model.model.model.layers.0.mlp.gate_proj,0.995847482254055,8
1,base_model.model.model.layers.0.mlp.up_proj,0.9985648188709053,8
1,base_model.model.model.layers.0.mlp.down_proj,0.9957055325342461,8
1,base_model.model.model.layers.1.self_attn.q_proj,1.0,8
1,base_model.model.model.layers.1.self_attn.k_proj,1.0,8
1,base_model.model.model.layers.1.self_attn.v_proj,0.987952817409755,7
1,base_model.model.model.layers.1.self_attn.o_proj,0.9931637408172197,8
1,base_model.model.model.layers.1.mlp.gate_proj,1.0,8
1,base_model.model.model.layers.1.mlp.up_proj,1.0,8
1,base_model.model.model.layers.1.mlp.down_proj,1.0,8
1,base_model.model.model.layers.2.self_attn.q_proj,0.9909152332297031,8
1,base_model.model.model.layers.2.self_attn.k_proj,0.9928490601162961,8
1,base_model.model.model.layers.2.self_attn.v_proj,1.0,8
1,base_model.model.model.layers.2.self_attn.o_proj,0.9885833210490168,7
1,base_model.model.model.layers.2.mlp.gate_proj,1.0,8
1,base_model.model.model.layers.2.mlp.up_proj,1.0,8
1,base_model.model.model.layers.2.mlp.down_proj,1.0,8
1,base_model.model.model.layers.3.self_attn.q_proj,0.9853900198408581,7
1,base_model.model.model.layers.3.self_attn.k_proj,0.9992661685363929,8
1,base_model.model.model.layers.3.self_attn.v_proj,1.0,8
1,base_model.model.model.layers.3.self_attn.o_proj,1.0,8
1,base_model.model.model.layers.3.mlp.gate_proj,1.0,8
1,base_model.model.model.layers.3.mlp.up_proj,0.9895743982707883,8
1,base_model.model.model.layers.3.mlp.down_proj,0.997840363476574,8
1,base_model.model.model.layers.4.self_attn.q_proj,0.9908625371159708,8
1,base_model.model.model.layers.4.self_attn.k_proj,0.9980777153173125,8
1,base_model.model.model.layers.4.self_attn.v_proj,0.9944321784943818,8
1,base_model.model.model.layers.4.self_attn.o_proj,0.9921599595728231,8
1,base_model.model.model.layers.4.mlp.gate_proj,0.9896683468225789,8
1,base_model.model.model.layers.4.mlp.up_proj,0.9981025334935576,8
1,base_model.model.model.layers.4.mlp.down_proj,1.0,8
